facility_id,period,opd_visits,anc1_first_visit,anc4_visits,facility_deliveries,bcg_doses,penta1_doses,penta3_doses,measles1_doses,fully_immunized_under1,vaccine_stockout_days,eligible_under1_population,submission_date
FAC00081,2024-02,5994.0,352.0,159.0,131.0,802.0,413.0,298.0,243.0,,3,682,2024-03-20
FAC00081,2024-03,5363.0,315.0,106.0,55.0,718.0,369.0,251.0,218.0,205.0,4,691,2024-04-15
FAC00081,2024-04,6265.0,368.0,112.0,90.0,838.0,431.0,297.0,249.0,224.0,1,666,2024-05-19
FAC00081,2024-05,7078.0,415.0,133.0,77.0,947.0,487.0,340.0,282.0,242.0,3,699,2024-06-04
FAC00081,2024-06,5825.0,342.0,227.0,153.0,,401.0,290.0,207.0,178.0,7,696,2024-06-30
FAC00082,2024-01,6399.0,405.0,279.0,250.0,,599.0,125.0,122.0,94.0,4,592,2024-02-16
FAC00082,2024-02,8849.0,560.0,645.0,213.0,758.0,828.0,165.0,145.0,112.0,4,608,2024-03-25
FAC00082,2024-03,9144.0,,319.0,260.0,783.0,856.0,165.0,125.0,104.0,5,577,2024-04-02
FAC00082,2024-04,7489.0,474.0,220.0,165.0,641.0,701.0,133.0,94.0,71.0,4,602,2024-05-18
FAC00082,2024-06,8305.0,525.0,314.0,200.0,,777.0,875.0,125.0,88.0,2,612,2024-07-12
FAC00083,2024-01,10983.0,273.0,11.0,8.0,,874.0,962.0,9.0,8.0,0,536,2024-02-08
FAC00083,2024-02,11341.0,282.0,11.0,8.0,581.0,902.0,91.0,9.0,7.0,0,547,2024-03-24
FAC00083,2024-03,9683.0,241.0,,5.0,496.0,770.0,,7.0,5.0,0,577,2024-04-24
FAC00083,2024-04,8887.0,221.0,8.0,,455.0,707.0,68.0,,4.0,0,546,2024-05-15
FAC00083,2024-05,8590.0,214.0,8.0,6.0,440.0,683.0,67.0,6.0,5.0,0,548,2024-06-10
FAC00083,2024-06,10292.0,256.0,10.0,,527.0,819.0,83.0,8.0,7.0,0,560,2024-07-15
FAC00084,2024-01,5837.0,205.0,,96.0,406.0,35.0,21.0,,16.0,7,363,2024-02-19
FAC00084,2024-02,5894.0,207.0,,60.0,410.0,35.0,22.0,19.0,16.0,6,378,2024-03-20
FAC00084,2024-03,5371.0,189.0,102.0,70.0,,32.0,20.0,,,3,380,2024-04-28
FAC00084,2024-04,7271.0,256.0,142.0,84.0,1431.0,44.0,28.0,24.0,,7,379,2024-05-09
FAC00084,2024-05,6197.0,218.0,110.0,64.0,431.0,37.0,28.0,25.0,19.0,6,391,2024-06-09
FAC00084,2024-06,21450.0,236.0,89.0,72.0,467.0,40.0,29.0,28.0,20.0,1,387,2024-07-22
FAC00085,2024-01,10890.0,267.0,27.0,,170.0,648.0,5.0,4.0,3.0,5,179,2024-01-29
FAC00085,2024-02,11541.0,283.0,27.0,18.0,,687.0,,4.0,2.0,5,184,2024-03-02
FAC00085,2024-03,12041.0,,27.0,22.0,188.0,717.0,5.0,4.0,3.0,5,191,2024-04-04
FAC00085,2024-04,,259.0,24.0,12.0,165.0,630.0,5.0,3.0,2.0,8,182,2024-05-04
FAC00085,2024-05,9114.0,223.0,21.0,14.0,142.0,543.0,4.0,3.0,2.0,7,183,2024-06-06
FAC00085,2024-06,9405.0,230.0,22.0,11.0,147.0,560.0,4.0,3.0,2.0,2,195,2024-07-10
FAC00086,2024-01,8493.0,316.0,194.0,119.0,825.0,22.0,13.0,10.0,7.0,2,61,2024-02-12
FAC00086,2024-02,6387.0,238.0,99.0,87.0,1309.0,16.0,11.0,8.0,7.0,1,60,2024-03-12
FAC00086,2024-03,6532.0,243.0,,59.0,1727.0,17.0,13.0,9.0,8.0,1,61,2024-04-02
FAC00086,2024-04,8663.0,323.0,180.0,122.0,842.0,22.0,17.0,12.0,11.0,2,60,2024-05-13
FAC00086,2024-05,8218.0,306.0,144.0,123.0,799.0,21.0,16.0,13.0,9.0,0,62,2024-06-11
FAC00086,2024-06,8150.0,303.0,178.0,131.0,792.0,21.0,16.0,15.0,13.0,1,61,2024-07-05
FAC00087,2024-01,4398.0,264.0,99.0,49.0,270.0,636.0,444.0,339.0,263.0,0,376,2024-01-27
FAC00087,2024-02,5914.0,355.0,209.0,107.0,364.0,855.0,568.0,414.0,344.0,0,367,2024-03-07
FAC00087,2024-03,6159.0,370.0,201.0,108.0,379.0,891.0,572.0,437.0,378.0,0,356,2024-04-16
FAC00087,2024-04,6783.0,407.0,244.0,118.0,417.0,981.0,622.0,475.0,378.0,0,381,2024-05-23
FAC00087,2024-05,6483.0,389.0,201.0,114.0,399.0,938.0,602.0,460.0,423.0,0,369,2024-06-07
FAC00087,2024-06,5758.0,346.0,188.0,104.0,354.0,833.0,,422.0,295.0,0,371,2024-07-02
FAC00088,2024-01,458.0,361.0,124.0,100.0,493.0,153.0,,111.0,82.0,2,896,2024-02-20
FAC00088,2024-02,409.0,323.0,190.0,152.0,440.0,137.0,91.0,77.0,60.0,4,945,2024-02-29
FAC00088,2024-03,392.0,309.0,206.0,146.0,901.0,131.0,94.0,80.0,68.0,2,965,2024-04-04
FAC00088,2024-04,514.0,405.0,194.0,129.0,553.0,172.0,106.0,74.0,61.0,4,967,2024-05-15
FAC00088,2024-05,543.0,428.0,214.0,135.0,584.0,433.0,163.0,131.0,105.0,2,883,2024-06-02
FAC00088,2024-06,476.0,376.0,174.0,117.0,513.0,160.0,98.0,72.0,57.0,1,906,2024-07-07
FAC00089,2024-01,7985.0,231.0,88.0,55.0,248.0,607.0,139.0,,5.0,1,592,2024-02-02
FAC00089,2024-02,8496.0,245.0,144.0,,264.0,646.0,141.0,7.0,6.0,3,602,2024-03-08
FAC00089,2024-03,9926.0,287.0,170.0,118.0,308.0,755.0,160.0,8.0,7.0,0,605,2024-04-09
FAC00089,2024-04,9356.0,270.0,337.0,80.0,291.0,712.0,149.0,7.0,5.0,0,646,2024-05-11
FAC00089,2024-05,11100.0,321.0,208.0,135.0,345.0,844.0,179.0,9.0,6.0,2,607,2024-06-21
FAC00089,2024-06,11919.0,344.0,150.0,84.0,370.0,907.0,198.0,10.0,7.0,0,653,2024-07-08
FAC00090,2024-01,,47.0,23.0,18.0,284.0,585.0,450.0,423.0,362.0,0,1127,2024-02-02
FAC00090,2024-02,5283.0,60.0,31.0,25.0,362.0,745.0,557.0,548.0,409.0,0,1141,2024-03-11
FAC00090,2024-03,5716.0,65.0,22.0,12.0,392.0,807.0,524.0,,425.0,0,1069,2024-04-03
FAC00090,2024-04,4896.0,56.0,31.0,22.0,336.0,691.0,471.0,442.0,,0,1140,2024-05-09
FAC00090,2024-05,4286.0,49.0,23.0,18.0,294.0,605.0,472.0,,303.0,0,1058,2024-06-06
FAC00090,2024-06,4008.0,46.0,28.0,22.0,275.0,565.0,457.0,446.0,325.0,0,1059,2024-07-08
FAC00091,2024-01,4130.0,128.0,44.0,38.0,198.0,434.0,298.0,91.0,36.0,2,247,2024-02-12
FAC00091,2024-02,4304.0,134.0,77.0,44.0,206.0,,284.0,90.0,36.0,3,258,2024-03-07
FAC00091,2024-03,,142.0,81.0,64.0,219.0,480.0,314.0,93.0,37.0,1,246,2024-04-23
FAC00091,2024-04,6358.0,198.0,87.0,48.0,305.0,668.0,480.0,128.0,51.0,2,240,2024-05-22
FAC00091,2024-05,5402.0,168.0,63.0,51.0,259.0,567.0,401.0,110.0,43.0,1,242,2024-06-13
FAC00091,2024-06,5659.0,176.0,121.0,94.0,271.0,595.0,431.0,119.0,47.0,0,241,2024-07-01
FAC00092,2024-01,5947.0,586.0,222.0,174.0,561.0,455.0,346.0,18.0,16.0,4,545,2024-02-18
FAC00092,2024-02,5606.0,552.0,,146.0,529.0,429.0,262.0,17.0,15.0,3,544,2024-03-26
FAC00092,2024-03,7691.0,758.0,341.0,217.0,725.0,589.0,378.0,22.0,17.0,6,542,2024-04-28
FAC00092,2024-04,6454.0,,,180.0,609.0,494.0,324.0,18.0,14.0,2,528,2024-05-11
FAC00092,2024-05,5222.0,514.0,318.0,147.0,492.0,400.0,359.0,15.0,11.0,5,511,2024-06-25
FAC00092,2024-06,5442.0,536.0,270.0,159.0,513.0,416.0,276.0,16.0,13.0,4,527,2024-07-10
FAC00093,2024-01,9779.0,434.0,163.0,42.0,456.0,107.0,87.0,68.0,55.0,1,641,2024-02-14
FAC00093,2024-02,9309.0,414.0,147.0,38.0,434.0,102.0,64.0,59.0,51.0,3,616,2024-03-25
FAC00093,2024-03,8632.0,383.0,132.0,34.0,402.0,94.0,60.0,50.0,38.0,4,648,2024-04-26
FAC00093,2024-04,8757.0,,132.0,34.0,408.0,96.0,76.0,60.0,47.0,2,620,2024-05-24
FAC00093,2024-05,9908.0,,146.0,39.0,462.0,108.0,92.0,71.0,63.0,3,672,2024-07-11
FAC00093,2024-06,9258.0,411.0,,38.0,431.0,101.0,88.0,77.0,66.0,3,655,2024-07-19
FAC00094,2024-01,5422.0,143.0,85.0,71.0,267.0,253.0,21.0,,16.0,3,98,2024-02-23
FAC00094,2024-02,5929.0,156.0,58.0,48.0,292.0,277.0,22.0,21.0,16.0,5,100,2024-03-11
FAC00094,2024-03,5280.0,139.0,89.0,66.0,260.0,246.0,19.0,13.0,10.0,7,91,2024-04-08
FAC00094,2024-04,5197.0,,41.0,26.0,255.0,243.0,18.0,15.0,13.0,4,92,2024-06-03
FAC00094,2024-05,4242.0,,36.0,23.0,208.0,198.0,15.0,14.0,9.0,4,98,2024-06-21
FAC00094,2024-06,,121.0,73.0,,226.0,215.0,17.0,14.0,12.0,7,93,2024-07-22
FAC00095,2024-01,,122.0,43.0,27.0,672.0,265.0,185.0,64.0,51.0,4,889,2024-02-10
FAC00095,2024-02,,143.0,49.0,25.0,791.0,311.0,275.0,71.0,51.0,3,958,2024-03-08
FAC00095,2024-03,2267.0,122.0,42.0,28.0,673.0,265.0,224.0,59.0,,1,956,2024-04-13
FAC00095,2024-04,3277.0,177.0,114.0,76.0,973.0,383.0,278.0,,64.0,1,964,2024-05-13
FAC00095,2024-05,2269.0,122.0,49.0,38.0,,265.0,212.0,59.0,50.0,1,941,2024-06-21
FAC00095,2024-06,,155.0,60.0,44.0,856.0,337.0,293.0,77.0,57.0,2,884,2024-07-08
FAC00096,2024-01,5497.0,306.0,182.0,141.0,349.0,,125.0,108.0,78.0,0,1035,2024-01-27
FAC00096,2024-02,7787.0,434.0,150.0,102.0,495.0,277.0,166.0,141.0,131.0,0,1010,2024-03-05
FAC00096,2024-03,6283.0,350.0,139.0,83.0,399.0,224.0,131.0,111.0,96.0,0,1019,2024-04-07
FAC00096,2024-04,7776.0,433.0,144.0,121.0,494.0,277.0,161.0,154.0,119.0,0,1023,2024-05-11
FAC00096,2024-05,6779.0,378.0,226.0,171.0,431.0,241.0,142.0,,89.0,0,1027,2024-05-29
FAC00096,2024-06,5508.0,307.0,103.0,78.0,350.0,196.0,119.0,84.0,79.0,0,1058,2024-07-11
FAC00097,2024-01,6933.0,406.0,132.0,113.0,123.0,118.0,77.0,61.0,47.0,0,1042,2024-02-18
FAC00097,2024-02,8390.0,492.0,156.0,82.0,149.0,142.0,110.0,104.0,90.0,0,1099,2024-03-14
FAC00097,2024-03,8853.0,519.0,281.0,220.0,157.0,150.0,104.0,94.0,78.0,0,1081,2024-04-17
FAC00097,2024-04,8646.0,,291.0,197.0,153.0,147.0,102.0,85.0,78.0,0,1050,2024-05-17
FAC00097,2024-05,7021.0,412.0,210.0,,124.0,119.0,88.0,80.0,58.0,0,1083,2024-06-17
FAC00097,2024-06,,400.0,276.0,234.0,121.0,116.0,82.0,77.0,68.0,0,1094,2024-07-28
FAC00098,2024-01,4680.0,40.0,12.0,7.0,791.0,848.0,442.0,322.0,244.0,0,491,2024-02-18
FAC00098,2024-02,3959.0,34.0,16.0,12.0,669.0,717.0,356.0,316.0,,0,478,2024-03-07
FAC00098,2024-03,3939.0,34.0,18.0,11.0,666.0,714.0,342.0,276.0,227.0,0,458,2024-04-16
FAC00098,2024-04,4173.0,36.0,,12.0,705.0,756.0,358.0,349.0,323.0,0,448,2024-05-23
FAC00098,2024-06,3744.0,32.0,21.0,16.0,633.0,678.0,337.0,268.0,245.0,4,446,2024-07-16
FAC00099,2024-01,11275.0,11.0,7.0,4.0,446.0,787.0,511.0,367.0,165.0,4,360,2024-02-09
FAC00099,2024-02,8226.0,8.0,3.0,2.0,325.0,,355.0,255.0,115.0,0,370,2024-02-28
FAC00099,2024-03,11146.0,11.0,7.0,3.0,441.0,778.0,464.0,334.0,150.0,0,367,2024-03-31
FAC00099,2024-04,,9.0,3.0,1.0,377.0,664.0,392.0,282.0,127.0,2,351,2024-04-27
FAC00099,2024-06,,9.0,2.0,1.0,379.0,668.0,413.0,297.0,133.0,0,370,2024-07-09
FAC00100,2024-01,4010.0,530.0,208.0,26.0,555.0,76.0,46.0,44.0,31.0,0,385,2024-01-30
FAC00100,2024-02,4170.0,552.0,223.0,26.0,577.0,79.0,58.0,43.0,31.0,0,398,2024-02-20
FAC00100,2024-03,4528.0,599.0,234.0,27.0,627.0,86.0,74.0,58.0,45.0,0,410,2024-03-29
FAC00100,2024-04,5600.0,741.0,286.0,33.0,775.0,106.0,81.0,56.0,43.0,0,402,2024-05-07
FAC00100,2024-05,5102.0,675.0,263.0,30.0,706.0,97.0,75.0,59.0,51.0,1,383,2024-06-07
FAC00100,2024-06,4153.0,549.0,222.0,26.0,575.0,79.0,64.0,48.0,36.0,1,392,2024-06-30
