facility_id,facility_name,state,lga,facility_type,ownership,latitude,longitude
FAC00604,Kano General Hospital 12,Kano,Kano South,General Hospital,Public,11.739062,7.231231
FAC00605,Kano General Hospital 13,Kano,Kano North,General Hospital,Public,9.390946,6.389669
FAC00606,Kano PHC 14,Kano,Kano Central,PHC,Public,11.655468,3.00014
FAC00607,Kano PHC 15,Kano,Kano Central,PHC,Public,11.231283,5.406723
FAC00608,Kano PHC 16,Kano,Kano West,PHC,Public,6.304167,3.017686
FAC00609,Kano PHC 17,Kano,Kano East,PHC,Private,10.630472,11.902756
FAC00610,Kano General Hospital 18,Kano,Kano South,General Hospital,Public,12.960408,12.816321
FAC00611,Kano PHC 19,Kano,Kano North,PHC,Public,7.70941,13.823282
FAC00612,Kano General Hospital 20,Kano,Kano Central,General Hospital,Private,9.42471,4.795217
FAC00613,Kano PHC 21,Kano,Kano South,PHC,Public,11.093208,5.007856
FAC00614,Kano PHC 22,Kano,Kano East,PHC,Public,10.28434,8.78241
FAC00615,Kano PHC 23,Kano,Kano North,PHC,Private,5.299414,9.7211
FAC00616,Kano PHC 24,Kano,Kano East,PHC,Public,7.692808,14.195098
FAC00617,Kano General Hospital 25,Kano,Kano East,General Hospital,Public,12.035181,4.464366
FAC00618,Kano PHC 26,Kano,Kano North,PHC,Private,6.740716,12.684851
FAC00619,Kano PHC 27,Kano,Kano West,PHC,Public,13.785255,13.278447
FAC00620,Kano PHC 28,Kano,Kano Central,PHC,Public,13.470907,8.955105
FAC00621,Kano PHC 29,Kano,Kano West,PHC,Public,7.84355,3.302321
FAC00622,Kano General Hospital 30,Kano,Kano South,General Hospital,Public,10.159119,13.119337
FAC00623,Kano PHC 31,Kano,Kano Central,PHC,Public,12.171281,9.557164
FAC00624,Kano General Hospital 32,Kano,Kano North,General Hospital,Public,7.088344,8.787172
FAC00625,Katsina PHC 1,Katsina,Katsina East,PHC,Private,13.524671,5.720729
FAC00626,Katsina General Hospital 2,Katsina,Katsina West,General Hospital,Public,10.250292,6.798596
FAC00627,Katsina General Hospital 3,Katsina,Katsina East,General Hospital,Public,12.506803,14.782868
FAC00628,Katsina PHC 4,Katsina,Katsina West,PHC,Public,5.869144,3.237548
FAC00629,Katsina PHC 5,Katsina,Katsina West,PHC,Public,10.212924,7.0086
FAC00630,Katsina PHC 6,Katsina,Katsina East,PHC,Public,7.558548,4.007034
FAC00631,Katsina PHC 7,Katsina,Katsina East,PHC,Public,4.565857,7.487053
FAC00632,Katsina General Hospital 8,Katsina,Katsina East,General Hospital,Public,11.852688,10.213232
FAC00633,Katsina General Hospital 9,Katsina,Katsina South,General Hospital,Public,13.147311,3.137768
FAC00634,Katsina PHC 10,Katsina,Katsina South,PHC,Private,13.706765,4.359642
FAC00635,Katsina PHC 11,Katsina,Katsina South,PHC,Public,9.821832,5.453287
FAC00636,Katsina PHC 12,Katsina,Katsina East,PHC,Public,6.053329,8.796476
FAC00637,Katsina PHC 13,Katsina,Katsina South,PHC,Public,10.897788,4.727303
FAC00638,Katsina PHC 14,Katsina,Katsina West,PHC,Public,6.972908,4.104804
FAC00639,Katsina PHC 15,Katsina,Katsina South,PHC,Public,6.67402,3.181328
FAC00640,Katsina General Hospital 16,Katsina,Katsina South,General Hospital,Public,8.506865,11.064672
FAC00641,Katsina PHC 17,Katsina,Katsina East,PHC,Public,9.976683,13.393148
FAC00642,Katsina General Hospital 18,Katsina,Katsina South,General Hospital,Public,10.122582,5.55702
FAC00643,Katsina General Hospital 19,Katsina,Katsina West,General Hospital,Public,11.011396,11.161343
FAC00644,Katsina PHC 20,Katsina,Katsina West,PHC,Public,13.362671,9.503881
FAC00645,Katsina General Hospital 21,Katsina,Katsina North,General Hospital,Public,12.398016,5.262487
FAC00646,Katsina PHC 22,Katsina,Katsina North,PHC,Private,8.980404,11.9139
FAC00647,Katsina PHC 23,Katsina,Katsina Central,PHC,Private,13.145487,8.208252
FAC00648,Katsina PHC 24,Katsina,Katsina North,PHC,Public,8.38385,14.955147
FAC00649,Katsina PHC 25,Katsina,Katsina North,PHC,Public,6.420221,11.568633
FAC00650,Katsina PHC 26,Katsina,Katsina West,PHC,Public,4.137456,5.980515
FAC00651,Katsina PHC 27,Katsina,Katsina South,PHC,Public,4.625263,8.507286
FAC00652,Katsina PHC 28,Katsina,Katsina East,PHC,Public,9.948032,7.466405
FAC00653,Katsina PHC 29,Katsina,Katsina East,PHC,Private,8.93501,6.399657
FAC00654,Katsina PHC 30,Katsina,Katsina North,PHC,Public,6.533572,14.851915
FAC00655,Katsina PHC 31,Katsina,Katsina North,PHC,Public,13.207666,10.013387
FAC00656,Katsina PHC 32,Katsina,Katsina West,PHC,Public,13.152572,13.317886
FAC00657,Kebbi PHC 1,Kebbi,Kebbi South,PHC,Public,10.302472,5.980603
FAC00658,Kebbi PHC 2,Kebbi,Kebbi West,PHC,Public,9.350255,4.732652
FAC00659,Kebbi PHC 3,Kebbi,Kebbi East,PHC,Public,9.988454,5.413185
FAC00660,Kebbi PHC 4,Kebbi,Kebbi East,PHC,Public,8.910957,14.125328
FAC00661,Kebbi PHC 5,Kebbi,Kebbi South,PHC,Public,8.087773,14.088322
FAC00662,Kebbi PHC 6,Kebbi,Kebbi North,PHC,Public,5.856467,10.970633
FAC00663,Kebbi General Hospital 7,Kebbi,Kebbi West,General Hospital,Public,8.462012,12.670134
FAC00664,Kebbi PHC 8,Kebbi,Kebbi East,PHC,Private,9.150057,9.426646
FAC00665,Kebbi PHC 9,Kebbi,Kebbi West,PHC,Public,12.726358,12.937402
FAC00666,Kebbi PHC 10,Kebbi,Kebbi Central,PHC,Public,7.267425,7.253099
FAC00667,Kebbi PHC 11,Kebbi,Kebbi North,PHC,Private,7.18609,13.842701
FAC00668,Kebbi PHC 12,Kebbi,Kebbi North,PHC,Public,12.588168,11.123289
FAC00669,Kebbi General Hospital 13,Kebbi,Kebbi East,General Hospital,Private,8.145161,3.159012
FAC00670,Kebbi PHC 14,Kebbi,Kebbi Central,PHC,Public,11.219292,7.617643
FAC00671,Kebbi PHC 15,Kebbi,Kebbi Central,PHC,Public,11.187396,11.788813
FAC00672,Kebbi PHC 16,Kebbi,Kebbi North,PHC,Public,7.4523,7.970411
FAC00673,Kebbi PHC 17,Kebbi,Kebbi South,PHC,Private,7.542713,4.264146
FAC00674,Kebbi PHC 18,Kebbi,Kebbi West,PHC,Public,7.110025,5.003173
FAC00675,Kebbi PHC 19,Kebbi,Kebbi West,PHC,Public,9.719122,14.83496
FAC00676,Kebbi PHC 20,Kebbi,Kebbi North,PHC,Public,9.40905,11.357158
FAC00677,Kebbi PHC 21,Kebbi,Kebbi South,PHC,Public,7.275522,9.560223
FAC00678,Kebbi PHC 22,Kebbi,Kebbi Central,PHC,Public,10.966273,8.948445
FAC00679,Kebbi General Hospital 23,Kebbi,Kebbi South,General Hospital,Public,9.122848,4.371429
FAC00680,Kebbi PHC 24,Kebbi,Kebbi South,PHC,Public,9.078051,8.03126
FAC00681,Kebbi PHC 25,Kebbi,Kebbi North,PHC,Public,10.732464,7.897429
FAC00682,Kebbi General Hospital 26,Kebbi,Kebbi South,General Hospital,Public,6.532724,3.119745
FAC00683,Kebbi PHC 27,Kebbi,Kebbi North,PHC,Public,8.650552,13.490048
FAC00684,Kebbi PHC 28,Kebbi,Kebbi North,PHC,Public,9.315774,9.126742
FAC00685,Kebbi General Hospital 29,Kebbi,Kebbi East,General Hospital,Public,4.133677,7.916871
FAC00686,Kebbi PHC 30,Kebbi,Kebbi South,PHC,Public,4.669736,13.528205
FAC00687,Kebbi PHC 31,Kebbi,Kebbi West,PHC,Public,12.479279,9.547022
FAC00688,Kebbi General Hospital 32,Kebbi,Kebbi Central,General Hospital,Public,12.038145,8.201667
FAC00689,Kogi General Hospital 1,Kogi,Kogi Central,General Hospital,Public,8.463869,3.840042
FAC00690,Kogi PHC 2,Kogi,Kogi West,PHC,Public,8.642385,11.672853
FAC00691,Kogi PHC 3,Kogi,Kogi East,PHC,Public,7.792265,12.976412
FAC00692,Kogi General Hospital 4,Kogi,Kogi West,General Hospital,Public,4.953716,4.244143
FAC00693,Kogi PHC 5,Kogi,Kogi North,PHC,Public,9.837136,12.38352
FAC00694,Kogi PHC 6,Kogi,Kogi South,PHC,Public,11.585019,3.175539
FAC00695,Kogi PHC 7,Kogi,Kogi East,PHC,Public,5.69881,5.339702
FAC00696,Kogi General Hospital 8,Kogi,Kogi North,General Hospital,Public,6.58231,10.264941
FAC00697,Kogi PHC 9,Kogi,Kogi South,PHC,Public,9.788068,10.588696
FAC00698,Kogi PHC 10,Kogi,Kogi Central,PHC,Public,11.127777,7.634544
FAC00699,Kogi PHC 11,Kogi,Kogi Central,PHC,Public,6.149126,8.09821
FAC00700,Kogi General Hospital 12,Kogi,Kogi North,General Hospital,Public,9.846681,4.603807
FAC00701,Kogi PHC 13,Kogi,Kogi North,PHC,Public,6.71946,11.308307
FAC00702,Kogi PHC 14,Kogi,Kogi Central,PHC,Private,7.245118,6.234142
FAC00703,Kogi PHC 15,Kogi,Kogi Central,PHC,Public,10.547091,12.885209
FAC00704,Kogi PHC 16,Kogi,Kogi West,PHC,Public,8.615229,14.799668
FAC00705,Kogi PHC 17,Kogi,Kogi West,PHC,Public,7.683472,8.188155
FAC00706,Kogi PHC 18,Kogi,Kogi Central,PHC,Public,12.791858,5.92076
FAC00707,Kogi PHC 19,Kogi,Kogi South,PHC,Public,11.837724,8.147819
FAC00708,Kogi PHC 20,Kogi,Kogi Central,PHC,Public,8.364196,11.001263
FAC00709,Kogi PHC 21,Kogi,Kogi North,PHC,Public,9.767024,3.807071
FAC00710,Kogi PHC 22,Kogi,Kogi East,PHC,Private,13.335711,12.616176
FAC00711,Kogi PHC 23,Kogi,Kogi East,PHC,Public,6.414965,3.48421
FAC00712,Kogi PHC 24,Kogi,Kogi West,PHC,Public,12.917109,13.190148
FAC00713,Kogi PHC 25,Kogi,Kogi West,PHC,Public,10.54342,5.784218
FAC00714,Kogi PHC 26,Kogi,Kogi South,PHC,Public,11.061585,6.707472
FAC00715,Kogi PHC 27,Kogi,Kogi South,PHC,Public,9.633954,10.495369
FAC00716,Kogi General Hospital 28,Kogi,Kogi North,General Hospital,Public,4.693283,10.659867
FAC00717,Kogi PHC 29,Kogi,Kogi Central,PHC,Public,7.892305,5.746506
FAC00718,Kogi PHC 30,Kogi,Kogi South,PHC,Private,7.419053,9.33213
FAC00719,Kogi PHC 31,Kogi,Kogi West,PHC,Private,8.941477,13.332544
FAC00720,Kogi PHC 32,Kogi,Kogi East,PHC,Private,13.492007,12.993983
FAC00721,Kwara PHC 1,Kwara,Kwara East,PHC,Private,5.67357,9.004313
FAC00722,Kwara PHC 2,Kwara,Kwara North,PHC,Public,4.698007,9.656253
FAC00723,Kwara PHC 3,Kwara,Kwara North,PHC,Public,5.79356,11.46167
FAC00724,Kwara PHC 4,Kwara,Kwara Central,PHC,Public,13.487444,3.727259
FAC00725,Kwara PHC 5,Kwara,Kwara East,PHC,Public,10.996396,13.05786
FAC00726,Kwara General Hospital 6,Kwara,Kwara East,General Hospital,Private,10.390322,14.442421
FAC00727,Kwara General Hospital 7,Kwara,Kwara North,General Hospital,Public,6.770125,14.05569
FAC00728,Kwara PHC 8,Kwara,Kwara East,PHC,Public,4.519894,3.380925
FAC00729,Kwara PHC 9,Kwara,Kwara West,PHC,Public,12.80973,13.594978
FAC00730,Kwara PHC 10,Kwara,Kwara Central,PHC,Public,13.76187,11.201445
FAC00731,Kwara PHC 11,Kwara,Kwara North,PHC,Public,13.972379,3.360312
FAC00732,Kwara General Hospital 12,Kwara,Kwara North,General Hospital,Public,8.650095,13.168655
FAC00733,Kwara PHC 13,Kwara,Kwara Central,PHC,Public,13.753431,12.803687
FAC00734,Kwara General Hospital 14,Kwara,Kwara East,General Hospital,Private,9.518771,12.472913
FAC00735,Kwara PHC 15,Kwara,Kwara East,PHC,Public,8.691072,6.222746
FAC00736,Kwara PHC 16,Kwara,Kwara Central,PHC,Public,9.298813,14.823646
FAC00737,Kwara PHC 17,Kwara,Kwara West,PHC,Public,6.783685,12.579518
FAC00738,Kwara PHC 18,Kwara,Kwara West,PHC,Public,12.266183,7.387148
FAC00739,Kwara PHC 19,Kwara,Kwara West,PHC,Public,6.105069,12.708284
FAC00740,Kwara PHC 20,Kwara,Kwara South,PHC,Public,12.293142,11.480106
FAC00741,Kwara PHC 21,Kwara,Kwara South,PHC,Public,9.055088,4.728945
FAC00742,Kwara PHC 22,Kwara,Kwara North,PHC,Public,8.417465,14.810814
FAC00743,Kwara PHC 23,Kwara,Kwara Central,PHC,Public,8.186073,8.501177
FAC00744,Kwara PHC 24,Kwara,Kwara East,PHC,Public,13.917729,10.970421
FAC00745,Kwara PHC 25,Kwara,Kwara Central,PHC,Public,13.894511,13.674232
FAC00746,Kwara PHC 26,Kwara,Kwara South,PHC,Public,8.708674,10.87266
FAC00747,Kwara PHC 27,Kwara,Kwara West,PHC,Public,7.614038,13.317536
FAC00748,Kwara PHC 28,Kwara,Kwara West,PHC,Public,8.161454,9.166209
FAC00749,Kwara General Hospital 29,Kwara,Kwara North,General Hospital,Private,5.754916,9.812728
FAC00750,Kwara PHC 30,Kwara,Kwara West,PHC,Public,13.702353,14.187873
FAC00751,Kwara PHC 31,Kwara,Kwara West,PHC,Public,5.653023,13.251129
FAC00752,Kwara PHC 32,Kwara,Kwara Central,PHC,Public,9.76614,9.705191
FAC00753,Lagos PHC 1,Lagos,Lagos East,PHC,Public,13.38895,13.727822
FAC00754,Lagos PHC 2,Lagos,Lagos Central,PHC,Public,11.959264,5.101478
FAC00755,Lagos PHC 3,Lagos,Lagos Central,PHC,Public,12.740718,5.996027
FAC00756,Lagos PHC 4,Lagos,Lagos South,PHC,Public,11.925948,10.527947
FAC00757,Lagos PHC 5,Lagos,Lagos North,PHC,Public,9.543375,5.394064
FAC00758,Lagos PHC 6,Lagos,Lagos East,PHC,Public,4.400591,6.497531
FAC00759,Lagos PHC 7,Lagos,Lagos East,PHC,Public,9.899479,3.077223
FAC00760,Lagos PHC 8,Lagos,Lagos South,PHC,Public,11.604243,9.155066
FAC00761,Lagos PHC 9,Lagos,Lagos South,PHC,Private,7.978657,12.930637
FAC00762,Lagos PHC 10,Lagos,Lagos Central,PHC,Public,4.454525,10.759205
FAC00763,Lagos PHC 11,Lagos,Lagos West,PHC,Public,9.09854,9.015308
FAC00764,Lagos PHC 12,Lagos,Lagos North,PHC,Public,12.52982,14.140602
FAC00765,Lagos General Hospital 13,Lagos,Lagos East,General Hospital,Public,8.490388,5.849743
FAC00766,Lagos PHC 14,Lagos,Lagos North,PHC,Public,10.083195,6.372597
FAC00767,Lagos PHC 15,Lagos,Lagos South,PHC,Public,7.920936,12.009236
FAC00768,Lagos PHC 16,Lagos,Lagos South,PHC,Public,10.773931,9.789379
FAC00769,Lagos General Hospital 17,Lagos,Lagos South,General Hospital,Public,7.180496,11.993112
FAC00770,Lagos PHC 18,Lagos,Lagos North,PHC,Public,6.344256,7.141005
FAC00771,Lagos PHC 19,Lagos,Lagos East,PHC,Private,10.370947,10.167509
FAC00772,Lagos PHC 20,Lagos,Lagos West,PHC,Public,12.481092,14.365938
FAC00773,Lagos General Hospital 21,Lagos,Lagos South,General Hospital,Public,13.12931,7.077243
FAC00774,Lagos PHC 22,Lagos,Lagos North,PHC,Public,11.062462,10.472274
FAC00775,Lagos General Hospital 23,Lagos,Lagos East,General Hospital,Public,5.422552,6.757958
FAC00776,Lagos General Hospital 24,Lagos,Lagos North,General Hospital,Public,13.354845,5.228797
FAC00777,Lagos PHC 25,Lagos,Lagos West,PHC,Private,5.648848,5.879872
FAC00778,Lagos PHC 26,Lagos,Lagos Central,PHC,Public,8.467145,9.018216
FAC00779,Lagos PHC 27,Lagos,Lagos South,PHC,Public,13.047663,10.770198
FAC00780,Lagos PHC 28,Lagos,Lagos Central,PHC,Public,5.147969,14.298395
FAC00781,Lagos PHC 29,Lagos,Lagos North,PHC,Public,10.635236,7.93437
FAC00782,Lagos PHC 30,Lagos,Lagos West,PHC,Private,11.574644,6.540868
FAC00783,Lagos PHC 31,Lagos,Lagos North,PHC,Public,11.297119,14.28265
FAC00784,Lagos PHC 32,Lagos,Lagos West,PHC,Private,5.198911,11.81911
FAC00785,Nasarawa PHC 1,Nasarawa,Nasarawa South,PHC,Public,6.999421,10.152983
FAC00786,Nasarawa PHC 2,Nasarawa,Nasarawa North,PHC,Public,7.901202,7.26158
FAC00787,Nasarawa PHC 3,Nasarawa,Nasarawa West,PHC,Public,9.814171,4.270239
FAC00788,Nasarawa General Hospital 4,Nasarawa,Nasarawa East,General Hospital,Public,8.108571,9.726958
FAC00789,Nasarawa General Hospital 5,Nasarawa,Nasarawa East,General Hospital,Public,12.009807,4.253454
FAC00790,Nasarawa PHC 6,Nasarawa,Nasarawa East,PHC,Public,13.805682,5.576351
FAC00791,Nasarawa PHC 7,Nasarawa,Nasarawa North,PHC,Public,10.997052,10.403328
FAC00792,Nasarawa General Hospital 8,Nasarawa,Nasarawa South,General Hospital,Public,11.894923,11.97793
FAC00793,Nasarawa PHC 9,Nasarawa,Nasarawa West,PHC,Public,13.835672,6.11605
FAC00794,Nasarawa General Hospital 10,Nasarawa,Nasarawa South,General Hospital,Public,4.503495,3.633183
FAC00795,Nasarawa PHC 11,Nasarawa,Nasarawa Central,PHC,Public,10.139703,6.034297
FAC00796,Nasarawa PHC 12,Nasarawa,Nasarawa Central,PHC,Public,11.451795,3.917278
FAC00797,Nasarawa General Hospital 13,Nasarawa,Nasarawa North,General Hospital,Public,7.281795,5.508712
FAC00798,Nasarawa PHC 14,Nasarawa,Nasarawa Central,PHC,Public,12.409087,5.654864
FAC00799,Nasarawa PHC 15,Nasarawa,Nasarawa Central,PHC,Public,7.846111,8.509488
FAC00800,Nasarawa PHC 16,Nasarawa,Nasarawa Central,PHC,Private,13.337494,11.206397
FAC00801,Nasarawa PHC 17,Nasarawa,Nasarawa Central,PHC,Public,7.118021,5.997266
FAC00802,Nasarawa PHC 18,Nasarawa,Nasarawa West,PHC,Public,9.621888,11.577039
FAC00803,Nasarawa PHC 19,Nasarawa,Nasarawa East,PHC,Public,11.735721,3.528485
FAC00804,Nasarawa PHC 20,Nasarawa,Nasarawa West,PHC,Public,9.506634,7.838493
FAC00805,Nasarawa General Hospital 21,Nasarawa,Nasarawa Central,General Hospital,Public,8.381767,13.791124
FAC00806,Nasarawa General Hospital 22,Nasarawa,Nasarawa West,General Hospital,Public,8.131725,11.109875
FAC00807,Nasarawa PHC 23,Nasarawa,Nasarawa West,PHC,Public,9.56328,3.349862
FAC00808,Nasarawa General Hospital 24,Nasarawa,Nasarawa South,General Hospital,Public,5.682037,13.551963
FAC00809,Nasarawa PHC 25,Nasarawa,Nasarawa East,PHC,Public,6.62343,6.756602
FAC00810,Nasarawa General Hospital 26,Nasarawa,Nasarawa West,General Hospital,Public,13.164205,10.624972
FAC00811,Nasarawa PHC 27,Nasarawa,Nasarawa South,PHC,Public,7.148258,3.516629
FAC00812,Nasarawa PHC 28,Nasarawa,Nasarawa South,PHC,Public,12.244715,4.757235
FAC00813,Nasarawa General Hospital 29,Nasarawa,Nasarawa South,General Hospital,Public,6.371445,4.29137
FAC00814,Nasarawa PHC 30,Nasarawa,Nasarawa South,PHC,Public,12.442123,8.808247
FAC00815,Nasarawa PHC 31,Nasarawa,Nasarawa West,PHC,Public,6.152045,13.612262
FAC00816,Nasarawa PHC 32,Nasarawa,Nasarawa East,PHC,Public,13.783548,14.588967
FAC00817,Niger PHC 1,Niger,Niger Central,PHC,Public,12.571917,12.845122
FAC00818,Niger PHC 2,Niger,Niger East,PHC,Public,8.544032,12.362271
FAC00819,Niger General Hospital 3,Niger,Niger North,General Hospital,Public,8.309839,6.65391
FAC00820,Niger PHC 4,Niger,Niger Central,PHC,Public,6.226761,6.686597
FAC00821,Niger PHC 5,Niger,Niger West,PHC,Public,5.305013,9.78504
FAC00822,Niger PHC 6,Niger,Niger South,PHC,Public,4.841277,7.717247
FAC00823,Niger PHC 7,Niger,Niger East,PHC,Public,10.024494,4.956229
FAC00824,Niger PHC 8,Niger,Niger Central,PHC,Public,13.482515,6.655228
FAC00825,Niger PHC 9,Niger,Niger South,PHC,Public,13.264638,8.035529
FAC00826,Niger PHC 10,Niger,Niger North,PHC,Public,4.096869,13.295461
FAC00827,Niger PHC 11,Niger,Niger North,PHC,Private,11.87372,6.677194
FAC00828,Niger PHC 12,Niger,Niger Central,PHC,Public,9.66215,3.07509
FAC00829,Niger PHC 13,Niger,Niger West,PHC,Public,8.261212,12.988362
FAC00830,Niger General Hospital 14,Niger,Niger West,General Hospital,Public,12.173053,14.164781
FAC00831,Niger PHC 15,Niger,Niger Central,PHC,Public,10.26457,6.447921
FAC00832,Niger PHC 16,Niger,Niger Central,PHC,Public,12.706339,12.109043
FAC00833,Niger PHC 17,Niger,Niger West,PHC,Public,5.613674,9.863951
FAC00834,Niger General Hospital 18,Niger,Niger West,General Hospital,Public,9.474148,11.806865
FAC00835,Niger PHC 19,Niger,Niger South,PHC,Public,4.566804,3.416072
FAC00836,Niger PHC 20,Niger,Niger Central,PHC,Public,6.465199,14.712392
FAC00837,Niger PHC 21,Niger,Niger West,PHC,Public,5.221115,4.333646
FAC00838,Niger PHC 22,Niger,Niger North,PHC,Private,5.411076,9.546985
FAC00839,Niger PHC 23,Niger,Niger East,PHC,Public,7.604745,11.05525
FAC00840,Niger PHC 24,Niger,Niger South,PHC,Public,8.445283,9.055428
FAC00841,Niger PHC 25,Niger,Niger East,PHC,Public,9.778071,13.393219
FAC00842,Niger PHC 26,Niger,Niger South,PHC,Public,8.343615,8.357303
FAC00843,Niger PHC 27,Niger,Niger Central,PHC,Public,8.296229,6.347257
FAC00844,Niger PHC 28,Niger,Niger South,PHC,Public,9.236005,6.043009
FAC00845,Niger PHC 29,Niger,Niger North,PHC,Public,10.520931,12.371032
FAC00846,Niger PHC 30,Niger,Niger West,PHC,Public,5.028426,4.511462
FAC00847,Niger General Hospital 31,Niger,Niger Central,General Hospital,Public,5.350801,4.821305
FAC00848,Niger General Hospital 32,Niger,Niger North,General Hospital,Private,10.825325,9.90431
FAC00849,Ogun PHC 1,Ogun,Ogun North,PHC,Public,4.183861,8.5688
FAC00850,Ogun General Hospital 2,Ogun,Ogun North,General Hospital,Public,10.522354,6.012961
FAC00851,Ogun PHC 3,Ogun,Ogun North,PHC,Public,12.494464,3.539962
FAC00852,Ogun PHC 4,Ogun,Ogun South,PHC,Public,9.941419,7.936495
FAC00853,Ogun PHC 5,Ogun,Ogun South,PHC,Public,4.815987,6.103099
FAC00854,Ogun PHC 6,Ogun,Ogun North,PHC,Public,10.728471,11.691054
FAC00855,Ogun PHC 7,Ogun,Ogun North,PHC,Public,13.653027,3.605001
FAC00856,Ogun General Hospital 8,Ogun,Ogun Central,General Hospital,Public,4.246842,7.353043
FAC00857,Ogun PHC 9,Ogun,Ogun South,PHC,Public,13.172681,7.879086
FAC00858,Ogun PHC 10,Ogun,Ogun West,PHC,Public,11.268388,12.417236
FAC00859,Ogun General Hospital 11,Ogun,Ogun North,General Hospital,Public,12.375308,10.373829
FAC00860,Ogun PHC 12,Ogun,Ogun Central,PHC,Public,6.719546,5.614697
FAC00861,Ogun PHC 13,Ogun,Ogun West,PHC,Public,7.235304,10.980672
FAC00862,Ogun PHC 14,Ogun,Ogun West,PHC,Public,13.242543,8.528038
FAC00863,Ogun PHC 15,Ogun,Ogun East,PHC,Public,8.020272,11.74727
FAC00864,Ogun PHC 16,Ogun,Ogun North,PHC,Public,4.13634,6.872719
FAC00865,Ogun PHC 17,Ogun,Ogun Central,PHC,Public,13.576316,9.788939
FAC00866,Ogun PHC 18,Ogun,Ogun North,PHC,Public,7.840426,10.995214
FAC00867,Ogun General Hospital 19,Ogun,Ogun North,General Hospital,Public,7.149184,4.159738
FAC00868,Ogun PHC 20,Ogun,Ogun East,PHC,Private,9.318718,13.483422
FAC00869,Ogun General Hospital 21,Ogun,Ogun North,General Hospital,Public,7.200273,8.717535
FAC00870,Ogun PHC 22,Ogun,Ogun West,PHC,Public,10.821917,6.782873
FAC00871,Ogun PHC 23,Ogun,Ogun East,PHC,Public,10.666171,4.434744
FAC00872,Ogun PHC 24,Ogun,Ogun West,PHC,Public,8.259377,14.93621
FAC00873,Ogun PHC 25,Ogun,Ogun Central,PHC,Public,4.256896,6.414497
FAC00874,Ogun PHC 26,Ogun,Ogun East,PHC,Public,5.962457,4.506597
FAC00875,Ogun General Hospital 27,Ogun,Ogun South,General Hospital,Public,6.980757,6.334142
FAC00876,Ogun PHC 28,Ogun,Ogun East,PHC,Public,9.855877,9.532139
FAC00877,Ogun PHC 29,Ogun,Ogun East,PHC,Public,13.325446,9.278557
FAC00878,Ogun PHC 30,Ogun,Ogun West,PHC,Public,7.077709,10.363655
FAC00879,Ogun General Hospital 31,Ogun,Ogun East,General Hospital,Public,5.356883,13.723623
FAC00880,Ogun PHC 32,Ogun,Ogun West,PHC,Private,5.899361,11.420859
FAC00881,Ondo PHC 1,Ondo,Ondo Central,PHC,Public,9.29714,11.788661
FAC00882,Ondo General Hospital 2,Ondo,Ondo Central,General Hospital,Private,11.021075,6.976227
FAC00883,Ondo PHC 3,Ondo,Ondo North,PHC,Public,10.76105,6.686868
FAC00884,Ondo PHC 4,Ondo,Ondo Central,PHC,Public,5.204473,10.014517
FAC00885,Ondo General Hospital 5,Ondo,Ondo Central,General Hospital,Public,7.393053,9.07118
FAC00886,Ondo PHC 6,Ondo,Ondo North,PHC,Public,5.063373,4.36968
FAC00887,Ondo General Hospital 7,Ondo,Ondo North,General Hospital,Private,8.148257,7.647293
FAC00888,Ondo PHC 8,Ondo,Ondo West,PHC,Public,7.96948,8.464598
FAC00889,Ondo PHC 9,Ondo,Ondo North,PHC,Public,13.545659,4.817188
FAC00890,Ondo PHC 10,Ondo,Ondo Central,PHC,Public,5.112087,13.418032
FAC00891,Ondo PHC 11,Ondo,Ondo West,PHC,Public,5.626608,11.812388
FAC00892,Ondo PHC 12,Ondo,Ondo North,PHC,Public,4.419641,7.363744
FAC00893,Ondo PHC 13,Ondo,Ondo East,PHC,Public,6.954679,9.359644
FAC00894,Ondo PHC 14,Ondo,Ondo North,PHC,Public,7.963126,6.55591
FAC00895,Ondo PHC 15,Ondo,Ondo East,PHC,Public,7.715465,10.3728
FAC00896,Ondo PHC 16,Ondo,Ondo North,PHC,Public,12.284387,3.962241
FAC00897,Ondo PHC 17,Ondo,Ondo West,PHC,Public,11.834696,6.324831
FAC00898,Ondo General Hospital 18,Ondo,Ondo South,General Hospital,Public,13.877495,6.908218
FAC00899,Ondo PHC 19,Ondo,Ondo East,PHC,Public,9.162833,9.967743
FAC00900,Ondo General Hospital 20,Ondo,Ondo North,General Hospital,Public,5.491408,12.431103
FAC00901,Ondo PHC 21,Ondo,Ondo Central,PHC,Public,4.129072,5.720288
FAC00902,Ondo PHC 22,Ondo,Ondo South,PHC,Public,10.439566,7.571422
FAC00903,Ondo PHC 23,Ondo,Ondo East,PHC,Public,8.593314,12.025544
FAC00904,Ondo General Hospital 24,Ondo,Ondo South,General Hospital,Public,8.411506,5.392939
FAC00905,Ondo PHC 25,Ondo,Ondo South,PHC,Public,12.259323,10.577506
FAC00906,Ondo PHC 26,Ondo,Ondo East,PHC,Public,13.579459,9.493366
FAC00907,Ondo PHC 27,Ondo,Ondo North,PHC,Public,9.716076,5.218061
FAC00908,Ondo PHC 28,Ondo,Ondo South,PHC,Public,6.833641,13.046847
FAC00909,Ondo PHC 29,Ondo,Ondo Central,PHC,Public,4.12341,4.715531
FAC00910,Ondo PHC 30,Ondo,Ondo East,PHC,Public,4.511502,7.773521
